gene	entrezgene	name	PC1
CTSZ	1522	cathepsin Z	0.0671954176336147
EIF2AK2	5610	eukaryotic translation initiation factor 2 alpha kinase 2	0.0671160157424977
FFAR2	2867	free fatty acid receptor 2	0.0670409997987692
SLC8A1-AS1	100128590	SLC8A1 antisense RNA 1	0.0667680311008416
RN7SKP26	106479106	RNA, 7SK small nuclear pseudogene 26	0.0666694510235974
MR1	3140	major histocompatibility complex, class I-related	0.0661744819492554
RP11-242C19.2			0.0660731589292996
TRPM2	7226	transient receptor potential cation channel subfamily M member 2	0.0660493254191368
IFITM3	10410	interferon induced transmembrane protein 3	0.0655576959042868
BST2	684	bone marrow stromal cell antigen 2	0.0654372667154749
HIST2H2BF	440689	histone cluster 2 H2B family member f	0.0652535014539995
HK3	3101	hexokinase 3	0.0651969078822176
FOLR2	2350	folate receptor beta	0.0650667457785223
RUFY3	22902	RUN and FYVE domain containing 3	0.0649662952255645
CARD17	440068	caspase recruitment domain family member 17	0.0649033519727593
SBNO2	22904	strawberry notch homolog 2	0.0648331685711365
LPAR1	1902	lysophosphatidic acid receptor 1	0.0645656655900732
CCL2	6347	C-C motif chemokine ligand 2	0.0642475506897973
NDST1	3340	N-deacetylase and N-sulfotransferase 1	0.0641645863127699
ST8SIA4	7903	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 4	0.0641458862575544
FAM198B	51313	family with sequence similarity 198 member B	0.0639992450483687
SH2B2	10603	SH2B adaptor protein 2	0.0637818433945154
GCNT1	2650	glucosaminyl (N-acetyl) transferase 1, core 2	0.0637039662245597
TPMT	7172	thiopurine S-methyltransferase	0.0636855425568709
USP30-AS1	100131733	USP30 antisense RNA 1	0.0635314354005564
TRPV4	59341	transient receptor potential cation channel subfamily V member 4	0.0635300189571077
LRRC25	126364	leucine rich repeat containing 25	0.0629939890026814
TMEM106A	113277	transmembrane protein 106A	0.0629025304545275
AC008984.2			0.0627383199413519
BAK1	578	BCL2 antagonist/killer 1	0.0626254552216174
SLAMF7	57823	SLAM family member 7	0.0626170889803633
DSC2	1824	desmocollin 2	0.0619421357258314
CCDC149	91050	coiled-coil domain containing 149	0.0614848228821987
MUC1	4582	mucin 1, cell surface associated	0.0613991251344805
RP11-815J21.2			0.0613837688445489
NLRC5	84166	NLR family CARD domain containing 5	0.0609591044334922
CEACAM1	634	carcinoembryonic antigen related cell adhesion molecule 1	0.0607817823062451
RP11-588L15.2			0.0607561153561535
RP1-71H24.1			0.0607532270661347
P2RY14	9934	purinergic receptor P2Y14	0.0606938461994703
STX3	6809	syntaxin 3	0.0604062645154832
NRBF2	29982	nuclear receptor binding factor 2	0.059823673757758
SRC	6714	SRC proto-oncogene, non-receptor tyrosine kinase	0.0597149863856052
BCL6	604	B cell CLL/lymphoma 6	0.0594916024531402
NLN	57486	neurolysin	0.0593104154524699
SESTD1	91404	SEC14 and spectrin domain containing 1	0.0592450434213635
WDFY3-AS1	100874023	WDFY3 antisense RNA 1	0.0590408243477756
S100A11	6282	S100 calcium binding protein A11	0.0590023816215596
WDR41	55255	WD repeat domain 41	0.0589511843424113
FGD6	55785	FYVE, RhoGEF and PH domain containing 6	0.0589481683675636
CLCN5	1184	chloride voltage-gated channel 5	0.0589274273921593
LY6E	4061	lymphocyte antigen 6 family member E	0.0588710213842065
USP18	11274	ubiquitin specific peptidase 18	0.0586785811460853
HK2	3099	hexokinase 2	0.0585293599078049
NEXN	91624	nexilin F-actin binding protein	0.058402209002915
BATF3	55509	basic leucine zipper ATF-like transcription factor 3	0.0583704555411479
PSEN2	5664	presenilin 2	0.0583450817739944
LILRA2	11027	leukocyte immunoglobulin like receptor A2	0.0580259733629149
GIMAP8	155038	GTPase, IMAP family member 8	0.0578183047735593
SIGLEC9	27180	sialic acid binding Ig like lectin 9	0.0577426089368011
ST3GAL5	8869	ST3 beta-galactoside alpha-2,3-sialyltransferase 5	0.0577050331096446
SMPDL3A	10924	sphingomyelin phosphodiesterase acid like 3A	0.0576964780794218
RILP	83547	Rab interacting lysosomal protein	0.0576271293880139
PANX1	24145	pannexin 1	0.0575895365617695
RNU6-892P	106481460	RNA, U6 small nuclear 892, pseudogene	0.0575773503502242
RP11-293M10.6			0.0575513835345476
C19orf35			0.0573268728635244
FAM49A	81553	family with sequence similarity 49 member A	0.0572545623682436
FAM214B	80256	family with sequence similarity 214 member B	0.0572240651700436
LGALS9B	284194	galectin 9B	0.0571888454726873
GALNT3	2591	polypeptide N-acetylgalactosaminyltransferase 3	0.0570552916517914
FES	2242	FES proto-oncogene, tyrosine kinase	0.0564302145799379
SLFN11	91607	schlafen family member 11	0.055685531612821
CD38	952	CD38 molecule	0.0556005698766828
AC009542.2			0.0553430529462737
MSR1	4481	macrophage scavenger receptor 1	0.0552864938181467
SNX20	124460	sorting nexin 20	0.0549341186617749
HSPA8P5	399988	heat shock protein family A (Hsp70) member 8 pseudogene 5	0.0546214246494098
IL6R	3570	interleukin 6 receptor	0.0545034840752322
MTVR2	246754	mouse mammary tumor virus receptor homolog 2	0.0537837166419206
FAM111A	63901	family with sequence similarity 111 member A	0.0530891073412485
ENTPD1	953	ectonucleoside triphosphate diphosphohydrolase 1	0.053075381208901
CLEC12A	160364	C-type lectin domain family 12 member A	0.0529185068712193
RNU6-691P			0.052469568110811
HRH2	3274	histamine receptor H2	0.0521525968103556
CFP	5199	complement factor properdin	0.051882922890712
TOMM40L	84134	translocase of outer mitochondrial membrane 40 like	0.0518068430062082
KLF4	9314	Kruppel like factor 4	0.0517717697358955
MS4A7	58475	membrane spanning 4-domains A7	0.0517492012777534
SOCS3	9021	suppressor of cytokine signaling 3	0.0511943999473549
MIR4802	100616274	microRNA 4802	0.0510867575293267
ANO5	203859	anoctamin 5	0.0510200170641782
LOC100507209			0.0508865934615861
RP11-351I24.1			0.0504830166334373
APOA2	336	apolipoprotein A2	0.0504685931976119
ZNF703	80139	zinc finger protein 703	0.0504260070057422
SLC12A7	10723	solute carrier family 12 member 7	0.0503244066229094
NRN1	51299	neuritin 1	0.0498004491168782
RP1-50J22.4			0.0496217420339284
F5	2153	coagulation factor V	0.0494337854989452
TIFA	92610	TRAF interacting protein with forkhead associated domain	0.0491770234237357
FCAR	2204	Fc fragment of IgA receptor	0.0490016501710188
TMEM229B	161145	transmembrane protein 229B	0.0489633302916219
ZNF800	168850	zinc finger protein 800	0.048480547617172
LOC145474	145474	uncharacterized LOC145474	0.0482530258460854
TBC1D30	23329	TBC1 domain family member 30	0.0477148401071641
NFE2	4778	nuclear factor, erythroid 2	0.0474713077737945
PHF23	79142	PHD finger protein 23	0.0471618617180361
RIPK3	11035	receptor interacting serine/threonine kinase 3	0.047065421173666
RNA5SP237	100873495	RNA, 5S ribosomal pseudogene 237	0.046916068950412
PI3	5266	peptidase inhibitor 3	0.045927333254248
UGGT2	55757	UDP-glucose glycoprotein glucosyltransferase 2	0.0455479907816313
TNFSF15	9966	TNF superfamily member 15	0.0452815331986433
LINC00937	389634	long intergenic non-protein coding RNA 937	0.0445261044400171
MPZL1	9019	myelin protein zero like 1	0.0442440332795899
PPP2R5B	5526	protein phosphatase 2 regulatory subunit B'beta	0.0439156429826412
HYMAI	57061	hydatidiform mole associated and imprinted (non-protein coding)	0.04350543330898
HIF1A-AS2	100750247	HIF1A antisense RNA 2	0.0419632833622001
RNU6-748P	106481416	RNA, U6 small nuclear 748, pseudogene	0.0413066837698643
CTD-2521M24.5			0.0411332778347219
AP1S2	8905	adaptor related protein complex 1 sigma 2 subunit	0.0409459303983356
ITPRIP	85450	inositol 1,4,5-trisphosphate receptor interacting protein	0.0395054234708213
FCGR3B	2215	Fc fragment of IgG receptor IIIb	0.0393903925408954
AC091133.1			0.039283729190014
FAM114A1	92689	family with sequence similarity 114 member A1	0.0388009405454497
