gene	entrezgene	name	PC1
GPRASP1	9737	G protein-coupled receptor associated sorting protein 1	0.0508882285801083
RPS16	6217	ribosomal protein S16	0.0508817074505986
ETS2	2114	ETS proto-oncogene 2, transcription factor	0.0506540268259736
NR1D1	9572	nuclear receptor subfamily 1 group D member 1	0.0502759652239132
NUDCD2	134492	NudC domain containing 2	0.0502122831459389
EXPH5	23086	exophilin 5	0.0501826983012468
TIMD4	91937	T cell immunoglobulin and mucin domain containing 4	0.0499707740083205
GSPT2	23708	G1 to S phase transition 2	0.0496349306195956
RN7SKP110	106480867	RNA, 7SK small nuclear pseudogene 110	0.0494416276304593
OCIAD2	132299	OCIA domain containing 2	0.0486859518413314
FAIM	55179	Fas apoptotic inhibitory molecule	0.0483618099662794
RNA5SP150	100873416	RNA, 5S ribosomal pseudogene 150	0.0483070779044815
SLC16A10	117247	solute carrier family 16 member 10	0.0482036611628501
NR4A3	8013	nuclear receptor subfamily 4 group A member 3	0.0480150122505583
PTS	5805	6-pyruvoyltetrahydropterin synthase	0.0473404064698387
RNU6-670P	106479863	RNA, U6 small nuclear 670, pseudogene	0.0469493601309208
CDKN2C	1031	cyclin dependent kinase inhibitor 2C	0.0460565626492087
TUBB6	84617	tubulin beta 6 class V	0.0457383990398138
MIR2355	100423036	microRNA 2355	0.0456296298172187
ZNF709	163051	zinc finger protein 709	0.0454354185286836
IL12A	3592	interleukin 12A	0.0448303353916311
ASTL	431705	astacin like metalloendopeptidase	0.0443256980670219
RNU6-223P	106481248	RNA, U6 small nuclear 223, pseudogene	0.0435842086247985
ZDHHC20P1	100048907	zinc finger DHHC-type containing 20 pseudogene 1	0.0426932748007755
RNF144B	255488	ring finger protein 144B	0.0426926633086904
MIR15B	406949	microRNA 15b	0.0421267862170707
LEF1-AS1	641518	LEF1 antisense RNA 1	0.0420356103909515
CD200	4345	CD200 molecule	0.0419542197100455
EPHA4	2043	EPH receptor A4	0.0418356726096287
DLGAP1-AS2	84777	DLGAP1 antisense RNA 2	0.0415244804309587
MAP3K8	1326	mitogen-activated protein kinase kinase kinase 8	0.0409924899219611
CPT1A	1374	carnitine palmitoyltransferase 1A	0.0408090050252121
PAX5	5079	paired box 5	0.0405970910600442
ETF1	2107	eukaryotic translation termination factor 1	0.0403187766832738
SLC7A5P2	387254	solute carrier family 7 member 5 pseudogene 2	0.0402758420970237
RNU6-1091P	106480637	RNA, U6 small nuclear 1091, pseudogene	0.0402122276117641
RP3-330M21.5			0.040204545620539
GADD45A	1647	growth arrest and DNA damage inducible alpha	0.0398102724875618
MRPL54	116541	mitochondrial ribosomal protein L54	0.0397959604342137
FLJ38379			0.0395203903817473
RNA5SP157	100873423	RNA, 5S ribosomal pseudogene 157	0.039447951528744
LEPREL1			0.039401553236049
COL18A1	80781	collagen type XVIII alpha 1 chain	0.0391232366658858
KIAA1324L	222223	KIAA1324 like	0.03899726688966
AC159540.3			0.038959768118032
KCNQ5	56479	potassium voltage-gated channel subfamily Q member 5	0.038105640679718
NR4A2	4929	nuclear receptor subfamily 4 group A member 2	0.0379140590989077
LINC00909	400657	long intergenic non-protein coding RNA 909	0.0378323563236739
TESPA1	9840	thymocyte expressed, positive selection associated 1	0.0378025604776933
SCARF2	91179	scavenger receptor class F member 2	0.0377711063517791
SNORD72	619564	small nucleolar RNA, C/D box 72	0.0377481467902136
RP11-570L15.1			0.0371684322874299
CTC-378H22.2			0.0368270087274733
JDP2	122953	Jun dimerization protein 2	0.0365912859047813
RP11-69E11.8			0.0365707576094955
MT1E	4493	metallothionein 1E	0.0363295708666018
ENHO	375704	energy homeostasis associated	0.0362867232462601
LDOC1	23641	LDOC1, regulator of NFKB signaling	0.0361266693373886
CCDC96	257236	coiled-coil domain containing 96	0.0361166955878278
RP11-255H23.2			0.0359623281211794
ECHDC3	79746	enoyl-CoA hydratase domain containing 3	0.035938644233064
RNU1-136P	106481632	RNA, U1 small nuclear 136, pseudogene	0.0352239886736266
RP1-122K4.3			0.0352052349998609
TEX29	121793	testis expressed 29	0.0351487699413721
FNDC7	163479	fibronectin type III domain containing 7	0.0348913391919106
RNU2-63P	106480225	RNA, U2 small nuclear 63, pseudogene	0.0348607391469822
LOC102723415	102723415	uncharacterized LOC102723415	0.034822192628424
ITPKB	3707	inositol-trisphosphate 3-kinase B	0.0348190993047166
TIPARP-AS1	100287227	TIPARP antisense RNA 1	0.0347951774061852
