gene	entrezgene	name	PC1
CDCA7L	55536	cell division cycle associated 7 like	0.0534889332560317
ZNF287	57336	zinc finger protein 287	0.0521892777828476
RNU6-520P	106481345	RNA, U6 small nuclear 520, pseudogene	0.0510983779830178
MIR4311	100422905	microRNA 4311	0.050777011095313
MS4A3	932	membrane spanning 4-domains A3	0.0506139118900427
RNVU1-6	101954276	RNA, variant U1 small nuclear 6	0.0437935100790138
FAM45A	404636	family with sequence similarity 45 member A	0.0437785202226402
RNU7-127P	106480362	RNA, U7 small nuclear 127 pseudogene	0.0400115651135947
RP11-320M2.1			0.0393565827857509
RNU2-37P	106480213	RNA, U2 small nuclear 37, pseudogene	0.0383731501513523
RP11-363E7.3			0.0370667418862791
KRT6A	3853	keratin 6A	0.0367928279554559
AL162151.4			0.0366641732612412
MIR1263	100302148	microRNA 1263	0.0355471507203158
RP3-445N2.1			0.0353598632969741
RNA5SP176	100873438	RNA, 5S ribosomal pseudogene 176	0.0353539158130213
RNU4-45P	106481186	RNA, U4 small nuclear 45, pseudogene	0.0348066489686289
RN7SKP198	106479183	RNA, 7SK small nuclear pseudogene 198	0.0345801108723752
RNU6-504P	106481340	RNA, U6 small nuclear 504, pseudogene	0.0312814650083546
ME1	4199	malic enzyme 1	0.0276881605918381
LOC642934			0.0245748988340779
SHFM1			0.0240761909246662
MIR4757	100616307	microRNA 4757	0.0221603154095661
RNA5SP79	100873313	RNA, 5S ribosomal pseudogene 79	0.0200114342475207
IGLV5-37	28783	immunoglobulin lambda variable 5-37	0.0193197518819999
AP001628.7			0.0187936951594475
NIPAL4	348938	NIPA like domain containing 4	0.0180860334716514
RNU6-1323P	106481598	RNA, U6 small nuclear 1323, pseudogene	0.0155927972425847
RNU7-54P	100151650	RNA, U7 small nuclear 54 pseudogene	0.0133530351820432
RP11-338E21.3			0.0126622721056269
LINC00087			0.0110381141479665
MIR1237	100302280	microRNA 1237	0.011014218838606
RNU1-148P	106481635	RNA, U1 small nuclear 148, pseudogene	0.00917094220753113
RNA5SP273	100873526	RNA, 5S ribosomal pseudogene 273	0.00777320158033546
RNU2-17P	106480204	RNA, U2 small nuclear 17, pseudogene	0.00563726337768156
RNU6-271P	106481264	RNA, U6 small nuclear 271, pseudogene	0.00547877432649009
RNU2-7P	100873824	RNA, U2 small nuclear 7, pseudogene	0.00381005643588447
SGOL1			0.00289905592490137
TREML4	285852	triggering receptor expressed on myeloid cells like 4	0.00149922879995154
MIR153-2	406945	microRNA 153-2	-0.00775503876611206
SSTR3	6753	somatostatin receptor 3	-0.00900652537572397
WASIR2	100132169	WASH and IL9R antisense RNA 2	-0.0103253389931823
OR5V1	81696	olfactory receptor family 5 subfamily V member 1	-0.020663926019585
RPL23AP53	644128	ribosomal protein L23a pseudogene 53	-0.0207776941927187
RNU6-361P	106480574	RNA, U6 small nuclear 361, pseudogene	-0.0225430224668198
